Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,Year,Month,Day,WeekOfYear
267,5,2013-03-08,9439,1131,1,1,0,0,2,0,2460.0,1.0,2012.0,0,0.0,0.0,None,2013,3,8,10
262,5,2013-03-08,22601,3605,1,1,0,1,1,0,1180.0,5.0,2013.0,0,0.0,0.0,None,2013,3,8,10
261,5,2013-03-08,14777,1049,1,1,0,0,3,2,15340.0,4.0,2015.0,1,39.0,2009.0,"Jan,Apr,Jul,Oct",2013,3,8,10
259,5,2013-03-08,9961,2090,1,1,0,0,1,1,210.0,0.0,0.0,0,0.0,0.0,None,2013,3,8,10
256,5,2013-03-08,10576,1433,1,1,0,0,0,2,80.0,9.0,2005.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2013,3,8,10
171,5,2013-03-08,10117,1038,1,1,0,0,0,0,2640.0,0.0,0.0,0,0.0,0.0,None,2013,3,8,10
252,5,2013-03-08,12760,973,1,1,0,0,3,2,22330.0,0.0,0.0,1,5.0,2010.0,"Feb,May,Aug,Nov",2013,3,8,10
250,5,2013-03-08,8647,680,1,1,0,0,3,0,3520.0,0.0,0.0,1,18.0,2012.0,"Feb,May,Aug,Nov",2013,3,8,10
248,5,2013-03-08,8329,1081,1,1,0,0,0,2,340.0,9.0,2012.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct",2013,3,8,10
247,5,2013-03-08,8522,721,1,1,0,0,3,2,70.0,11.0,2010.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2013,3,8,10
245,5,2013-03-08,7725,903,1,1,0,0,0,2,1310.0,0.0,0.0,0,0.0,0.0,None,2013,3,8,10
234,5,2013-03-08,11639,1100,1,1,0,0,3,0,4370.0,0.0,0.0,0,0.0,0.0,None,2013,3,8,10
233,5,2013-03-08,9561,1080,1,1,0,0,0,0,1890.0,0.0,0.0,0,0.0,0.0,None,2013,3,8,10
229,5,2013-03-08,9386,800,1,1,0,0,3,2,17410.0,4.0,2007.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2013,3,8,10
214,5,2013-03-08,9707,770,1,1,0,0,3,0,8650.0,7.0,2013.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",2013,3,8,10
211,5,2013-03-08,13223,1569,1,1,0,0,0,2,350.0,11.0,2006.0,0,0.0,0.0,None,2013,3,8,10
207,5,2013-03-08,10566,1230,1,1,0,0,0,0,6870.0,0.0,0.0,0,0.0,0.0,None,2013,3,8,10
195,5,2013-03-08,11089,1333,1,1,0,0,0,2,220.0,0.0,0.0,0,0.0,0.0,None,2013,3,8,10
251,5,2013-03-08,19793,2367,1,1,0,0,0,2,340.0,0.0,0.0,0,0.0,0.0,None,2013,3,8,10
539,5,2013-03-08,11327,1218,1,1,0,0,0,0,770.0,5.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2013,3,8,10
1114,5,2013-03-08,18976,2869,1,1,0,1,0,2,870.0,0.0,0.0,0,0.0,0.0,None,2013,3,8,10
545,5,2013-03-08,12124,1150,1,1,0,0,0,2,5020.0,5.0,2006.0,1,18.0,2014.0,"Feb,May,Aug,Nov",2013,3,8,10
983,5,2013-03-08,11584,1597,1,1,0,0,0,0,40.0,3.0,2014.0,1,1.0,2014.0,"Jan,Apr,Jul,Oct",2013,3,8,10
974,5,2013-03-08,11370,1542,1,1,0,0,0,0,150.0,3.0,2011.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2013,3,8,10
967,5,2013-03-08,10606,1140,1,1,0,0,0,2,3560.0,9.0,2013.0,1,36.0,2013.0,"Jan,Apr,Jul,Oct",2013,3,8,10
965,5,2013-03-08,8165,883,1,1,0,0,0,2,110.0,0.0,0.0,0,0.0,0.0,None,2013,3,8,10
964,5,2013-03-08,9911,1453,1,1,0,0,0,0,270.0,0.0,0.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2013,3,8,10
963,5,2013-03-08,9509,961,1,1,0,0,0,2,23620.0,11.0,2013.0,0,0.0,0.0,None,2013,3,8,10
938,5,2013-03-08,8527,847,1,1,0,0,0,0,2820.0,9.0,2009.0,0,0.0,0.0,None,2013,3,8,10
921,5,2013-03-08,10906,1226,1,1,0,0,0,0,840.0,9.0,2006.0,0,0.0,0.0,None,2013,3,8,10
914,5,2013-03-08,10517,1198,1,1,0,0,2,2,2640.0,4.0,2011.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",2013,3,8,10
913,5,2013-03-08,9873,1293,1,1,0,0,0,0,280.0,0.0,0.0,0,0.0,0.0,None,2013,3,8,10
911,5,2013-03-08,10609,978,1,1,0,0,0,2,16490.0,0.0,0.0,0,0.0,0.0,None,2013,3,8,10
995,5,2013-03-08,10867,905,1,1,0,0,3,0,6560.0,12.0,2013.0,0,0.0,0.0,None,2013,3,8,10
909,5,2013-03-08,11708,1080,1,1,0,0,0,2,1680.0,0.0,0.0,1,45.0,2009.0,"Feb,May,Aug,Nov",2013,3,8,10
905,5,2013-03-08,11621,1724,1,1,0,0,0,0,90.0,6.0,2014.0,0,0.0,0.0,None,2013,3,8,10
903,5,2013-03-08,11759,852,1,1,0,0,3,2,7290.0,9.0,2014.0,0,0.0,0.0,None,2013,3,8,10
895,5,2013-03-08,8455,856,1,1,0,0,0,2,4150.0,0.0,0.0,0,0.0,0.0,None,2013,3,8,10
894,5,2013-03-08,10701,1316,1,1,0,0,0,0,190.0,11.0,2012.0,0,0.0,0.0,None,2013,3,8,10
878,5,2013-03-08,8563,806,1,1,0,0,3,2,1100.0,12.0,2014.0,0,0.0,0.0,None,2013,3,8,10
876,5,2013-03-08,8507,947,1,1,0,0,0,0,21790.0,4.0,2005.0,1,18.0,2015.0,"Feb,May,Aug,Nov",2013,3,8,10
872,5,2013-03-08,10417,999,1,1,0,0,0,2,3860.0,9.0,2014.0,1,23.0,2015.0,"Mar,Jun,Sept,Dec",2013,3,8,10
868,5,2013-03-08,10286,740,1,1,0,0,3,2,1360.0,8.0,2005.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",2013,3,8,10
863,5,2013-03-08,9625,1126,1,1,0,0,0,2,21370.0,11.0,2010.0,0,0.0,0.0,None,2013,3,8,10
862,5,2013-03-08,8999,1207,1,1,0,0,0,2,2840.0,3.0,2010.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2013,3,8,10
853,5,2013-03-08,9608,1065,1,1,0,0,0,0,14040.0,0.0,0.0,0,0.0,0.0,None,2013,3,8,10
906,5,2013-03-08,10589,1359,1,1,0,0,0,0,90.0,7.0,2010.0,0,0.0,0.0,None,2013,3,8,10
846,5,2013-03-08,10699,1071,1,1,0,0,0,2,8860.0,4.0,2004.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2013,3,8,10
999,5,2013-03-08,11246,800,1,1,0,0,3,2,15140.0,2.0,2002.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2013,3,8,10
1014,5,2013-03-08,14844,1812,1,1,0,0,0,2,210.0,0.0,0.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",2013,3,8,10
544,5,2013-03-08,14114,1885,1,1,0,0,0,0,250.0,12.0,2001.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2013,3,8,10
1112,5,2013-03-08,12322,1031,1,1,0,0,2,2,1880.0,4.0,2006.0,0,0.0,0.0,None,2013,3,8,10
1101,5,2013-03-08,10120,1009,1,1,0,0,3,2,4060.0,9.0,2012.0,0,0.0,0.0,None,2013,3,8,10
1099,5,2013-03-08,7912,992,1,1,0,0,0,2,200.0,4.0,2013.0,1,14.0,2013.0,"Jan,Apr,Jul,Oct",2013,3,8,10
1097,5,2013-03-08,9407,2619,1,1,0,0,1,1,720.0,3.0,2002.0,0,0.0,0.0,None,2013,3,8,10
1092,5,2013-03-08,11475,1219,1,1,0,0,0,0,300.0,7.0,2000.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2013,3,8,10
1089,5,2013-03-08,10924,1044,1,1,0,0,3,0,5220.0,5.0,2009.0,0,0.0,0.0,None,2013,3,8,10
1079,5,2013-03-08,9736,767,1,1,0,0,0,0,16680.0,0.0,0.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2013,3,8,10
1075,5,2013-03-08,10787,1027,1,1,0,0,0,2,1410.0,10.0,2013.0,0,0.0,0.0,None,2013,3,8,10
1066,5,2013-03-08,11935,1341,1,1,0,0,0,0,3350.0,0.0,0.0,0,0.0,0.0,None,2013,3,8,10
1064,5,2013-03-08,9520,1158,1,1,0,0,0,2,420.0,0.0,0.0,0,0.0,0.0,None,2013,3,8,10
1010,5,2013-03-08,10436,922,1,1,0,0,3,2,4610.0,6.0,2010.0,1,18.0,2010.0,"Feb,May,Aug,Nov",2013,3,8,10
1059,5,2013-03-08,8727,1188,1,1,0,1,2,0,3380.0,4.0,2013.0,0,0.0,0.0,None,2013,3,8,10
1046,5,2013-03-08,9266,724,1,1,0,0,3,2,29070.0,4.0,2005.0,0,0.0,0.0,None,2013,3,8,10
1045,5,2013-03-08,6944,840,1,1,0,0,0,2,26990.0,12.0,2013.0,0,0.0,0.0,None,2013,3,8,10
1043,5,2013-03-08,10040,1353,1,1,0,0,2,0,420.0,3.0,2006.0,0,0.0,0.0,None,2013,3,8,10
1040,5,2013-03-08,9035,928,1,1,0,0,0,0,4030.0,2.0,2013.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",2013,3,8,10
1033,5,2013-03-08,15387,1415,1,1,0,0,0,0,7680.0,3.0,2006.0,0,0.0,0.0,None,2013,3,8,10
1032,5,2013-03-08,8916,1005,1,1,0,0,3,2,270.0,2.0,2013.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct",2013,3,8,10
1027,5,2013-03-08,13189,1770,1,1,0,0,0,2,190.0,6.0,2008.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",2013,3,8,10
1026,5,2013-03-08,12057,1540,1,1,0,0,2,0,450.0,6.0,2011.0,1,48.0,2012.0,"Mar,Jun,Sept,Dec",2013,3,8,10
1021,5,2013-03-08,7959,962,1,1,0,0,0,0,1080.0,5.0,2011.0,0,0.0,0.0,None,2013,3,8,10
1020,5,2013-03-08,9621,1226,1,1,0,0,0,0,40.0,8.0,2015.0,0,0.0,0.0,None,2013,3,8,10
1018,5,2013-03-08,11723,1360,1,1,0,0,2,2,140.0,9.0,2012.0,0,0.0,0.0,None,2013,3,8,10
1053,5,2013-03-08,9369,1052,1,1,0,0,0,0,1710.0,7.0,2015.0,0,0.0,0.0,None,2013,3,8,10
843,5,2013-03-08,10984,1309,1,1,0,0,2,0,60.0,4.0,2006.0,0,0.0,0.0,None,2013,3,8,10
985,5,2013-03-08,7604,756,1,1,0,0,2,2,490.0,5.0,2007.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2013,3,8,10
831,5,2013-03-08,12714,1630,1,1,0,0,0,0,800.0,6.0,2007.0,0,0.0,0.0,None,2013,3,8,10
691,5,2013-03-08,9957,722,1,1,0,0,3,2,3030.0,0.0,0.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2013,3,8,10
687,5,2013-03-08,8123,791,1,1,0,0,3,2,2770.0,0.0,0.0,0,0.0,0.0,None,2013,3,8,10
683,5,2013-03-08,12320,1063,1,1,0,0,0,0,2850.0,7.0,2014.0,0,0.0,0.0,None,2013,3,8,10
682,5,2013-03-08,13666,2143,1,1,0,0,1,0,150.0,9.0,2006.0,0,0.0,0.0,None,2013,3,8,10
679,5,2013-03-08,10422,1107,1,1,0,0,0,0,4140.0,9.0,2012.0,0,0.0,0.0,None,2013,3,8,10
672,5,2013-03-08,8975,1393,1,1,0,0,2,0,240.0,9.0,2002.0,0,0.0,0.0,None,2013,3,8,10
668,5,2013-03-08,9449,1259,1,1,0,0,2,0,1270.0,9.0,2010.0,0,0.0,0.0,None,2013,3,8,10
667,5,2013-03-08,9899,843,1,1,0,0,3,2,2870.0,9.0,2012.0,0,0.0,0.0,None,2013,3,8,10
662,5,2013-03-08,10411,883,1,1,0,0,3,0,1070.0,0.0,0.0,0,0.0,0.0,None,2013,3,8,10
645,5,2013-03-08,11363,1497,1,1,0,0,0,0,90.0,0.0,0.0,1,45.0,2009.0,"Feb,May,Aug,Nov",2013,3,8,10
640,5,2013-03-08,12700,957,1,1,0,0,3,2,8040.0,0.0,0.0,0,0.0,0.0,None,2013,3,8,10
626,5,2013-03-08,10422,948,1,1,0,0,2,2,10740.0,11.0,2013.0,0,0.0,0.0,None,2013,3,8,10
616,5,2013-03-08,9690,982,1,1,0,0,0,2,3040.0,8.0,2011.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",2013,3,8,10
615,5,2013-03-08,10995,1370,1,1,0,0,3,0,730.0,8.0,2007.0,0,0.0,0.0,None,2013,3,8,10
608,5,2013-03-08,9302,960,1,1,0,0,0,2,18370.0,2.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2013,3,8,10
599,5,2013-03-08,10257,922,1,1,0,0,3,2,580.0,11.0,2014.0,0,0.0,0.0,None,2013,3,8,10
595,5,2013-03-08,14957,1802,1,1,0,0,2,2,1130.0,6.0,2015.0,0,0.0,0.0,None,2013,3,8,10
593,5,2013-03-08,7999,1100,1,1,0,0,0,2,33060.0,3.0,2010.0,0,0.0,0.0,None,2013,3,8,10
586,5,2013-03-08,12775,1918,1,1,0,0,0,2,250.0,10.0,2008.0,0,0.0,0.0,None,2013,3,8,10
580,5,2013-03-08,12449,1841,1,1,0,0,0,2,170.0,2.0,2009.0,0,0.0,0.0,None,2013,3,8,10
578,5,2013-03-08,7915,734,1,1,0,0,3,0,12700.0,4.0,2013.0,0,0.0,0.0,None,2013,3,8,10
574,5,2013-03-08,8925,645,1,1,0,0,3,0,4400.0,0.0,0.0,0,0.0,0.0,None,2013,3,8,10
562,5,2013-03-08,20692,3633,1,1,0,0,1,2,1210.0,0.0,0.0,0,0.0,0.0,None,2013,3,8,10
560,5,2013-03-08,13472,1659,1,1,0,0,2,2,1910.0,7.0,2013.0,0,0.0,0.0,None,2013,3,8,10
842,5,2013-03-08,18448,1196,1,1,0,0,3,2,1200.0,11.0,2007.0,0,0.0,0.0,None,2013,3,8,10
697,5,2013-03-08,12387,1175,1,1,0,0,3,0,3780.0,0.0,0.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",2013,3,8,10
698,5,2013-03-08,14142,1819,1,1,0,0,0,0,1790.0,5.0,2011.0,0,0.0,0.0,None,2013,3,8,10
546,5,2013-03-08,12872,1506,1,1,0,0,0,0,580.0,1.0,2005.0,0,0.0,0.0,None,2013,3,8,10
827,5,2013-03-08,11853,1303,1,1,0,0,0,2,250.0,1.0,2005.0,0,0.0,0.0,None,2013,3,8,10
826,5,2013-03-08,9138,806,1,1,0,0,0,2,7980.0,6.0,2005.0,0,0.0,0.0,None,2013,3,8,10
820,5,2013-03-08,12534,1155,1,1,0,0,0,2,1650.0,0.0,0.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2013,3,8,10
817,5,2013-03-08,24881,3471,1,1,0,0,0,0,140.0,3.0,2006.0,0,0.0,0.0,None,2013,3,8,10
814,5,2013-03-08,9560,757,1,1,0,0,3,2,24530.0,7.0,2013.0,0,0.0,0.0,None,2013,3,8,10
809,5,2013-03-08,11130,906,1,1,0,0,0,0,12770.0,10.0,2000.0,0,0.0,0.0,None,2013,3,8,10
807,5,2013-03-08,9823,1010,1,1,0,0,0,0,3870.0,4.0,2008.0,0,0.0,0.0,None,2013,3,8,10
704,5,2013-03-08,10552,1124,1,1,0,0,3,2,1910.0,4.0,2009.0,0,0.0,0.0,None,2013,3,8,10
788,5,2013-03-08,17680,1720,1,1,0,0,0,2,1530.0,3.0,2013.0,0,0.0,0.0,None,2013,3,8,10
787,5,2013-03-08,11235,1315,1,1,0,0,2,2,3210.0,6.0,2009.0,0,0.0,0.0,None,2013,3,8,10
769,5,2013-03-08,9990,3001,1,1,0,0,1,1,840.0,0.0,0.0,1,48.0,2012.0,"Jan,Apr,Jul,Oct",2013,3,8,10
768,5,2013-03-08,14047,1413,1,1,0,0,0,2,2630.0,9.0,2012.0,0,0.0,0.0,None,2013,3,8,10
765,5,2013-03-08,8863,776,1,1,0,0,0,2,25430.0,5.0,1999.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2013,3,8,10
799,5,2013-03-08,10168,941,1,1,0,0,0,2,2700.0,0.0,0.0,0,0.0,0.0,None,2013,3,8,10
756,5,2013-03-08,16367,2327,1,1,0,0,0,2,50.0,0.0,0.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",2013,3,8,10
755,5,2013-03-08,10957,904,1,1,0,0,3,2,13130.0,12.0,2003.0,0,0.0,0.0,None,2013,3,8,10
753,5,2013-03-08,10353,885,1,1,0,0,3,2,540.0,11.0,2012.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",2013,3,8,10
738,5,2013-03-08,8864,758,1,1,0,0,3,2,5980.0,10.0,2005.0,0,0.0,0.0,None,2013,3,8,10
733,5,2013-03-08,15254,3756,1,1,0,0,1,1,860.0,10.0,1999.0,0,0.0,0.0,None,2013,3,8,10
731,5,2013-03-08,10931,1114,1,1,0,0,0,0,15270.0,0.0,0.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",2013,3,8,10
729,5,2013-03-08,11402,1195,1,1,0,0,2,2,8980.0,6.0,2011.0,0,0.0,0.0,None,2013,3,8,10
726,5,2013-03-08,11664,1155,1,1,0,0,0,2,40540.0,2.0,2002.0,0,0.0,0.0,None,2013,3,8,10
722,5,2013-03-08,9569,1579,1,1,0,0,0,0,50.0,0.0,0.0,0,0.0,0.0,None,2013,3,8,10
713,5,2013-03-08,11490,1429,1,1,0,0,0,2,220.0,0.0,0.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",2013,3,8,10
709,5,2013-03-08,10620,1345,1,1,0,0,0,0,500.0,12.0,2010.0,0,0.0,0.0,None,2013,3,8,10
761,5,2013-03-08,8810,1022,1,1,0,0,0,0,2390.0,9.0,2012.0,0,0.0,0.0,None,2013,3,8,10
388,6,2013-03-09,7318,801,1,0,0,0,0,0,2260.0,0.0,0.0,0,0.0,0.0,None,2013,3,9,10
389,6,2013-03-09,4154,572,1,0,0,0,0,2,6690.0,8.0,2011.0,0,0.0,0.0,None,2013,3,9,10
390,6,2013-03-09,9733,954,1,0,0,0,0,2,1600.0,4.0,2009.0,0,0.0,0.0,None,2013,3,9,10
394,6,2013-03-09,7918,689,1,0,0,0,3,0,10850.0,0.0,0.0,0,0.0,0.0,None,2013,3,9,10
423,6,2013-03-09,7951,1447,1,0,0,0,1,0,1270.0,5.0,2014.0,0,0.0,0.0,None,2013,3,9,10
400,6,2013-03-09,4774,768,1,0,0,0,0,0,70.0,11.0,2004.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2013,3,9,10
411,6,2013-03-09,8345,717,1,0,0,0,3,2,8460.0,0.0,0.0,0,0.0,0.0,None,2013,3,9,10
416,6,2013-03-09,7647,1022,1,0,0,0,0,2,4650.0,6.0,2014.0,0,0.0,0.0,None,2013,3,9,10
421,6,2013-03-09,12629,1422,1,0,0,0,2,2,3530.0,6.0,2012.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec",2013,3,9,10
396,6,2013-03-09,4356,448,1,0,0,0,0,2,23130.0,0.0,0.0,0,0.0,0.0,None,2013,3,9,10
387,6,2013-03-09,8505,1210,1,0,0,0,2,0,210.0,0.0,0.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec",2013,3,9,10
344,6,2013-03-09,4904,688,1,0,0,0,0,2,300.0,4.0,2011.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2013,3,9,10
383,6,2013-03-09,17242,2335,1,0,0,0,0,2,350.0,0.0,0.0,0,0.0,0.0,None,2013,3,9,10
381,6,2013-03-09,4952,469,1,0,0,0,0,0,1800.0,11.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2013,3,9,10
380,6,2013-03-09,14039,1252,1,0,0,0,0,0,2240.0,5.0,2013.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2013,3,9,10
376,6,2013-03-09,6275,770,1,0,0,0,0,0,160.0,8.0,2012.0,0,0.0,0.0,None,2013,3,9,10
375,6,2013-03-09,2790,262,1,0,0,0,0,2,15710.0,2.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2013,3,9,10
372,6,2013-03-09,7498,665,1,0,0,0,3,2,4880.0,8.0,2010.0,1,18.0,2014.0,"Jan,Apr,Jul,Oct",2013,3,9,10
368,6,2013-03-09,7421,652,1,0,0,0,3,2,1450.0,4.0,2005.0,1,45.0,2009.0,"Feb,May,Aug,Nov",2013,3,9,10
362,6,2013-03-09,7317,1041,1,0,0,0,2,2,340.0,0.0,0.0,0,0.0,0.0,None,2013,3,9,10
358,6,2013-03-09,9675,1127,1,0,0,0,0,0,2890.0,10.0,2003.0,0,0.0,0.0,None,2013,3,9,10
355,6,2013-03-09,6042,775,1,0,0,0,0,2,9720.0,8.0,2013.0,0,0.0,0.0,None,2013,3,9,10
354,6,2013-03-09,8079,729,1,0,0,0,3,2,1500.0,10.0,2005.0,0,0.0,0.0,None,2013,3,9,10
431,6,2013-03-09,7371,802,1,0,0,0,3,2,4520.0,0.0,0.0,0,0.0,0.0,None,2013,3,9,10
384,6,2013-03-09,3894,502,1,0,0,0,0,2,130.0,0.0,0.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2013,3,9,10
432,6,2013-03-09,5573,743,1,0,0,0,0,0,810.0,5.0,2013.0,0,0.0,0.0,None,2013,3,9,10
494,6,2013-03-09,5178,753,1,0,0,0,1,0,1260.0,6.0,2011.0,0,0.0,0.0,None,2013,3,9,10
445,6,2013-03-09,9197,1492,1,0,0,0,0,0,240.0,0.0,0.0,0,0.0,0.0,None,2013,3,9,10
533,6,2013-03-09,6373,603,1,0,0,0,0,2,5950.0,0.0,0.0,0,0.0,0.0,None,2013,3,9,10
532,6,2013-03-09,10560,1174,1,0,0,0,0,2,1070.0,8.0,2010.0,0,0.0,0.0,None,2013,3,9,10
528,6,2013-03-09,8087,820,1,0,0,0,0,2,20620.0,0.0,0.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2013,3,9,10
527,6,2013-03-09,9569,976,1,0,0,0,3,2,5830.0,4.0,2008.0,0,0.0,0.0,None,2013,3,9,10
526,6,2013-03-09,6058,854,1,0,0,0,0,0,120.0,0.0,0.0,1,48.0,2011.0,"Mar,Jun,Sept,Dec",2013,3,9,10
539,6,2013-03-09,11727,1209,1,0,0,0,0,0,770.0,5.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2013,3,9,10
524,6,2013-03-09,6435,661,1,0,0,0,0,2,40860.0,9.0,2013.0,0,0.0,0.0,None,2013,3,9,10
523,6,2013-03-09,22639,2485,1,0,0,0,2,2,50.0,11.0,2013.0,0,0.0,0.0,None,2013,3,9,10
515,6,2013-03-09,9225,803,1,0,0,0,3,2,11260.0,0.0,0.0,1,9.0,2011.0,"Feb,May,Aug,Nov",2013,3,9,10
513,6,2013-03-09,18830,2186,1,0,0,0,0,0,400.0,8.0,2013.0,0,0.0,0.0,None,2013,3,9,10
507,6,2013-03-09,6875,634,1,0,0,0,0,2,9070.0,4.0,2011.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2013,3,9,10
444,6,2013-03-09,15800,2116,1,0,0,0,2,0,1700.0,11.0,2009.0,0,0.0,0.0,None,2013,3,9,10
502,6,2013-03-09,8404,1260,1,0,0,0,0,0,220.0,2.0,2002.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2013,3,9,10
482,6,2013-03-09,10617,1273,1,0,0,0,2,0,2550.0,10.0,2005.0,0,0.0,0.0,None,2013,3,9,10
479,6,2013-03-09,5906,717,1,0,0,0,0,0,320.0,12.0,2005.0,1,9.0,2011.0,"Feb,May,Aug,Nov",2013,3,9,10
470,6,2013-03-09,13695,2054,1,0,0,0,0,2,50.0,0.0,0.0,0,0.0,0.0,None,2013,3,9,10
469,6,2013-03-09,14720,1922,1,0,0,0,2,2,710.0,9.0,2005.0,0,0.0,0.0,None,2013,3,9,10
467,6,2013-03-09,12548,1502,1,0,0,0,0,2,20390.0,4.0,2008.0,0,0.0,0.0,None,2013,3,9,10
464,6,2013-03-09,14427,1748,1,0,0,0,2,0,520.0,3.0,2009.0,0,0.0,0.0,None,2013,3,9,10
459,6,2013-03-09,5490,661,1,0,0,0,0,0,250.0,9.0,2008.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2013,3,9,10
453,6,2013-03-09,6130,651,1,0,0,0,0,2,75860.0,0.0,0.0,0,0.0,0.0,None,2013,3,9,10
450,6,2013-03-09,9079,1322,1,0,0,0,2,0,5780.0,11.0,1994.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2013,3,9,10
449,6,2013-03-09,8272,1193,1,0,0,0,0,2,120.0,12.0,2014.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2013,3,9,10
448,6,2013-03-09,5083,415,1,0,0,0,0,2,3970.0,9.0,2009.0,0,0.0,0.0,None,2013,3,9,10
497,6,2013-03-09,7188,894,1,0,0,0,0,2,1610.0,0.0,0.0,0,0.0,0.0,None,2013,3,9,10
342,6,2013-03-09,10755,874,1,0,0,0,3,2,15770.0,0.0,0.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2013,3,9,10
4,6,2013-03-09,9936,1479,1,0,0,0,2,2,620.0,9.0,2009.0,0,0.0,0.0,None,2013,3,9,10
335,6,2013-03-09,8104,1733,1,0,0,0,1,0,90.0,0.0,0.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",2013,3,9,10
167,6,2013-03-09,4289,511,1,0,0,0,0,0,140.0,4.0,2008.0,0,0.0,0.0,None,2013,3,9,10
157,6,2013-03-09,6703,745,1,0,0,0,0,2,2950.0,10.0,2004.0,0,0.0,0.0,None,2013,3,9,10
154,6,2013-03-09,7237,656,1,0,0,0,3,2,16420.0,0.0,0.0,0,0.0,0.0,None,2013,3,9,10
150,6,2013-03-09,6327,751,1,0,0,0,2,2,31830.0,3.0,2010.0,0,0.0,0.0,None,2013,3,9,10
148,6,2013-03-09,7545,683,1,0,0,0,0,0,2090.0,12.0,2008.0,0,0.0,0.0,None,2013,3,9,10
125,6,2013-03-09,8596,1168,1,0,0,0,0,0,760.0,12.0,2005.0,0,0.0,0.0,None,2013,3,9,10
108,6,2013-03-09,9896,833,1,0,0,0,3,2,2190.0,9.0,2003.0,0,0.0,0.0,None,2013,3,9,10
106,6,2013-03-09,6766,621,1,0,0,0,0,0,1390.0,8.0,2013.0,0,0.0,0.0,None,2013,3,9,10
104,6,2013-03-09,10772,1430,1,0,0,0,0,0,390.0,6.0,2009.0,0,0.0,0.0,None,2013,3,9,10
90,6,2013-03-09,6700,847,1,0,0,0,0,0,330.0,11.0,2007.0,0,0.0,0.0,None,2013,3,9,10
85,6,2013-03-09,5099,720,1,0,0,0,1,0,1870.0,10.0,2011.0,0,0.0,0.0,None,2013,3,9,10
171,6,2013-03-09,5811,600,1,0,0,0,0,0,2640.0,0.0,0.0,0,0.0,0.0,None,2013,3,9,10
84,6,2013-03-09,9453,1076,1,0,0,0,0,2,11810.0,8.0,2014.0,0,0.0,0.0,None,2013,3,9,10
71,6,2013-03-09,6301,560,1,0,0,0,0,0,17500.0,8.0,2008.0,1,37.0,2009.0,"Mar,Jun,Sept,Dec",2013,3,9,10
